OBJECTID,UNIQUEID,WORK_TYPE,WORK_SUBTYPE,DISPLAY_AGENCY,NUMBER_KEY,COMP_TYPE,COMP_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,ENTERED_DATE,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,STREET_NO,ADDR_FRACTION,STREET_DIRECTION,STREET_NAME,CITY_ID,X_COORD,Y_COORD,WFDB,URL,LAST_UPDATED,YN_ACTIVITY_REPORT,SE_ANNO_CAD_DATA,NEIGHBORHOOD,
7245131,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2302799,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,4/16/2023,REFABAND,Refer to Abandoned Property Program,OPEN,3142,    ,  ,RIVER RD                        ,CINC        ,1380069,402795,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2302799,7/23/2023,Y,,,
7245155,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202302333,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,4/17/2023,FINLNOTC,Final Notice,OPEN,2914,    ,  ,SEMINOLE ST                     ,CINC        ,1398884,419128,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302333,7/23/2023,Y,,,
7245158,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE231538,CHENCODE,Health Environmental Code Enforcement,SCHOOL I,School inspectn-annual/routin,4/17/2023,NEW     ,Intake - New Case,OPEN,3132,    ,  ,MOZART AV                       ,CINC        ,1371791,427176,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE231538,7/23/2023,Y,,,
7199780,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000514,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,6/13/2023,CLOS-NO ,Closed - No Violation,OPEN,1653,    ,  ,COOPER ST                       ,CINC        ,1389349,428207,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000514,7/20/2023,Y,,,
7245163,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2302845,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,4/17/2023,REFABAND,Refer to Abandoned Property Program,OPEN,1305,    ,  ,LINCOLN AV                      ,CINC        ,1406517,418379,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2302845,7/23/2023,Y,,,
7245335,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306222,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/22/2023,REFABAND,Refer to Abandoned Property Program,OPEN,3060,    ,  ,MCHENRY AV                      ,CINC        ,1378884,423051,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306222,7/23/2023,Y,,,
7245381,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232296,CHENCODE,Health Environmental Code Enforcement,ROACHES ,Roaches - bldg or apartment,7/18/2023,ORDERS1 ,Orders Issued,OPEN,2,    ,E ,MCMICKEN AV                     ,CINC        ,1396362,413160,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232296,7/23/2023,Y,,,
7245383,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232297,CHENCODE,Health Environmental Code Enforcement,SCHOOL I,School inspectn-annual/routin,7/18/2023,ORDERS1 ,Orders Issued,OPEN,2615,    ,  ,MELROSE AV                      ,CINC        ,1403750,417053,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232297,7/23/2023,Y,,,
7245375,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202304333,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,7/17/2023,ORDERS  ,Orders Issued,OPEN,3502,    ,  ,FYFFE AV                        ,CINC        ,1380500,424377,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202304333,7/23/2023,Y,,,
7244028,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000139,CJUNKV-H,Abandoned Vehicle Code Enforcement,511.31  ,Access to Veh Undr 511.31,2/22/2023,CLOSED  ,Closed,OPEN,1225,    ,  ,CHASE AV                        ,CINC        ,1392620,430051,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000139,7/23/2023,Y,,,
7244030,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300121,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,2/22/2023,CLOS-RI ,CLOS-RI ,OPEN,2401,    ,  ,CONCORD ST                      ,CINC        ,1402969,415887,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300121,7/23/2023,Y,,,
7244031,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300122,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,2/22/2023,CLOS-RI ,CLOS-RI ,OPEN,2363,    ,  ,CONCORD ST                      ,CINC        ,1402962,415781,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300122,7/23/2023,Y,,,
7245329,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306215,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,6/22/2023,REFABAND,Refer to Abandoned Property Program,OPEN,203,    ,W ,69TH ST                         ,CINC        ,1406050,440999,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306215,7/23/2023,Y,,,
7245439,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300656,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,1/9/2023,CLOSED  ,Closed,OPEN,2343,    ,W ,NORTH BEND RD                   ,CINC        ,1383148,442573,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300656,7/23/2023,Y,,,
7197538,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000338,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,5/1/2023,TOW     ,Referred for Towing to Impound Lot,OPEN,3219,    ,  ,MCHENRY AV                      ,CINC        ,1380330,423743,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000338,7/20/2023,Y,,,
7197539,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303387,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,5/8/2023,INTAKE  ,Intake - New Case,OPEN,2500,    ,  ,BOUDINOT AV                     ,CINC        ,1371533,419604,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303387,7/20/2023,Y,,,
7197540,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202303388,CBHZONE ,Zoning Code Enforcement - Residential Uses,USE     ,RUN BUSINESS FM RES STNDRD,5/8/2023,CLOSED  ,Closed,OPEN,1091,    ,  ,GRAND AV                        ,CINC        ,1383866,412053,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303388,7/20/2023,Y,,,
7244809,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306130,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/20/2023,REFABAND,Refer to Abandoned Property Program,OPEN,541,    ,  ,ELBERON AV                      ,CINC        ,1381772,408053,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306130,7/23/2023,Y,,,
7248015,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202204898,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,12/19/2022,FINLNOTC,Final Notice,OPEN,2660,    ,  ,QUEEN CITY AV                   ,CINC        ,1375284,418735,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202204898,7/23/2023,Y,,,
7172129,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,BC20230175,CBHZONEC,Zoning Code Enforcement - Commercial Uses,LIGHTING,LIGHTS SHINING INTO BLDG ,6/21/2023,INTAKE  ,Intake - New Case,OPEN,1194,    ,  ,RULISON AV                      ,CINC        ,1372881,413825,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230175,7/20/2023,Y,,,
2090891,2118654,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150290,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,4/28/2015,VOID    ,Case Voided,OPEN,728,    ,  ,CHALFONTE PL                    ,CINC        ,1404585,425167,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150290,10/16/2015,Y,,Avondale,
2090892,2118655,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150291,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,4/28/2015,VOID    ,Case Voided,OPEN,965,    ,  ,BURTON AV                       ,CINC        ,1405985,424944,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150291,10/16/2015,Y,,Avondale,
2090893,2118656,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150292,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,4/28/2015,VOID    ,Case Voided,OPEN,987,    ,  ,BURTON AV                       ,CINC        ,1406225,424794,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150292,10/16/2015,Y,,Avondale,
2092286,2140232,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150681,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,2112,    ,  ,HATMAKER ST                     ,CINC        ,1386428,408873,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150681,10/16/2015,Y,,Lower Price Hill,
2092287,2140233,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150682,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,2112,    ,  ,HATMAKER ST                     ,CINC        ,1386428,408873,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150682,10/16/2015,Y,,Lower Price Hill,
2092288,2140234,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150684,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,3623,    ,  ,LACLEDE AV                      ,CINC        ,1380785,411656,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150684,10/16/2015,Y,,East Price Hill,
2092289,2140235,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150685,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,3806,    ,W ,LIBERTY ST                      ,CINC        ,1379150,413666,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150685,10/16/2015,Y,,East Price Hill,
2094187,2140099,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150795,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/28/2015,VOID    ,Case Voided,OPEN,4247,    ,  ,MAD ANTHONY ST                  ,CINC        ,1391340,430741,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150795,10/16/2015,Y,,Northside,
2094188,2140100,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150798,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/28/2015,VOID    ,Case Voided,OPEN,523,    ,  ,FLATT TER                       ,CINC        ,1398019,433731,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150798,10/16/2015,Y,,Spring Grove Village,
2094190,2140102,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150803,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/28/2015,VOID    ,Case Voided,OPEN,62,    ,  ,JUERGENS AV                     ,CINC        ,1397917,425924,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150803,10/16/2015,Y,,Clifton,
2094194,2140106,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150814,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/28/2015,VOID    ,Case Voided,OPEN,1052,    ,  ,SUNSET AV                       ,CINC        ,1376930,411849,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150814,10/16/2015,Y,,West Price Hill,
2094195,2140107,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150817,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/28/2015,RECVD   ,New,OPEN,1023,    ,  ,FISK AV                         ,CINC        ,1376452,411695,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150817,5/8/2015,Y,,West Price Hill,
2094197,2140109,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150822,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/28/2015,VOID    ,Case Voided,OPEN,3503,    ,  ,GLENWAY AV                      ,CINC        ,1381768,412256,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150822,10/16/2015,Y,,East Price Hill,
2094198,2140110,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150825,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/31/2015,VOID    ,Case Voided,OPEN,5915,    ,  ,ARGUS RD                        ,CINC        ,1391715,442966,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150825,10/16/2015,Y,,College Hill,
2094200,2140236,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150687,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,865,    ,  ,ACADEMY AV                      ,CINC        ,1378513,410708,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150687,10/16/2015,Y,,West Price Hill,
2094201,2140237,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150688,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,434,    ,  ,CONSIDINE AV                    ,CINC        ,1382809,406908,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150688,10/16/2015,Y,,East Price Hill,
2094202,2140238,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150690,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,2216,    ,  ,MCGREGOR PL                     ,CINC        ,1400705,414703,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150690,10/16/2015,Y,,Mt. Auburn,
2094205,2140241,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150694,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/17/2015,VOID    ,Case Voided,OPEN,125,    ,  ,WINKLER ST                      ,CINC        ,1397254,414119,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150694,10/16/2015,Y,,Mt. Auburn,
2094207,2140243,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150698,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/18/2015,VOID    ,Case Voided,OPEN,2962,    ,  ,AQUADALE LN                     ,CINC        ,1380198,421924,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150698,10/16/2015,Y,,Westwood,
2094208,2140244,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150700,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVERG,Private Lot Abatement,5/18/2015,VOID    ,Case Voided,OPEN,3241,    ,  ,STANHOPE AV                     ,CINC        ,1368805,424266,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150700,10/16/2015,Y,,Westwood,
2094210,2140246,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150703,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/19/2015,VOID    ,Case Voided,OPEN,20,    ,  ,GLEN ESTE PL                    ,CINC        ,1400014,426953,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150703,10/16/2015,Y,,Avondale,
2094212,2140248,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150797,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/28/2015,VOID    ,Case Voided,OPEN,4120,    ,  ,CHAMBERS ST                     ,CINC        ,1391913,429217,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150797,10/16/2015,Y,,Northside,
2098098,2140496,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150718,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/19/2015,VOID    ,Case Voided,OPEN,15,    ,  ,JUERGENS AV                     ,CINC        ,1398342,425611,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150718,10/16/2015,Y,,Clifton,
2098101,2140499,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150726,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/19/2015,VOID    ,Case Voided,OPEN,7128,    ,  ,ROSEWOOD ST                     ,CINC        ,1406411,442035,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150726,10/16/2015,Y,,Carthage,
2098102,2140500,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150728,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/20/2015,VOID    ,Case Voided,OPEN,2369,    ,  ,FERGUSON RD                     ,CINC        ,1372539,418329,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150728,10/16/2015,Y,,Westwood,
2098103,2140501,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150730,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/21/2015,VOID    ,Case Voided,OPEN,2871,    ,  ,MONTANA AV                      ,CINC        ,1374994,425242,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150730,10/16/2015,Y,,Westwood,
2098104,2140502,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150733,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/25/2015,VOID    ,Case Voided,OPEN,2508,    ,  ,GLENWAY AV                      ,CINC        ,1385656,410473,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150733,10/16/2015,Y,,East Price Hill,
2098105,2140503,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150735,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/25/2015,VOID    ,Case Voided,OPEN,2915,    ,  ,GLENWAY AV                      ,CINC        ,1384388,411995,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150735,10/16/2015,Y,,East Price Hill,
2098106,2140504,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150738,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,5/25/2015,VOID    ,Case Voided,OPEN,4766,    ,  ,RAPID RUN RD                    ,CINC        ,1373474,411673,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150738,10/16/2015,Y,,West Price Hill,
2098700,2118283,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150283,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,4/28/2015,VOID    ,Case Voided,OPEN,674,    ,  ,GLENWOOD AV                     ,CINC        ,1403782,424415,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150283,10/16/2015,Y,,Avondale,
2098702,2118285,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150285,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,4/28/2015,VOID    ,Case Voided,OPEN,684,    ,  ,GLENWOOD AV                     ,CINC        ,1403929,424414,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150285,10/16/2015,Y,,Avondale,
2098703,2118286,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150286,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,4/28/2015,CLEANED ,Property Cleaned - Awaiting Billing,OPEN,728,    ,  ,CHALFONTE PL                    ,CINC        ,1404585,425167,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150286,9/24/2015,Y,,Avondale,
2098704,2118287,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSCL150287,CPSCLEAN,Trash/Litter/Tall Grass Cleaning,FOREVER4,Private Lot Abatement,4/28/2015,VOID    ,Case Voided,OPEN,3811,    ,  ,EDGEHILL PL                     ,CINC        ,1403625,426408,CITY,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=PSCL150287,10/16/2015,Y,,Avondale,
